box,transect,x_start,y_start,x_end,y_end,zone_dsas,slope_est,ci_lower,ci_upper,ci_width,hits_lower_bound,hits_upper_bound,poorly_constrained
Kribi_Z1,28,600504.9648713146,361350.21273932897,600155.3967214961,361286.65489390737,Zone 1 / Lokoundje,0.1,0.05,0.5,0.45,False,True,True
Kribi_Z1,29,600632.0805621578,361175.4286644197,600203.0651055622,361111.8708189981,Zone 1 / Lokoundje,0.125,0.065,0.5,0.435,False,True,True
Kribi_Z1,30,600759.1962530009,360984.755128155,600393.7386418269,360794.0815918903,Zone 1 / Lokoundje,0.085,0.0525,0.24,0.1875,False,False,False
Kribi_Z1,31,600838.6435597779,360905.30782137805,600679.7489462239,360555.7396715595,Zone 1 / Lokoundje,0.5,0.0375,0.5,0.4625,False,True,True
Kribi_Z1,32,600981.6487119764,360984.755128155,601108.7644028194,360651.0764396918,Zone 1 / Lokoundje,0.5,0.3475,0.5,0.1525,False,True,True
Kribi_Z1,33,601108.7644028194,361095.98135764274,601506.0009367042,360952.9762054442,Zone 1 / Lokoundje,0.5,0.2475,0.5,0.2525,False,True,True
Kribi_Z1,34,601410.6641685718,361366.1022006843,601728.4533956796,360984.755128155,Zone 1 / Lokoundje,0.325,0.1825,0.5,0.3175,False,True,True
Kribi_Z1,35,601871.4585478781,361540.8862755936,601950.9058546551,360968.8656667996,Zone 1 / Lokoundje,0.305,0.205,0.5,0.295,False,True,True
Kribi_Z1,36,602078.0215454982,358728.45161568973,602062.1320841428,359062.1303041529,Zone 1 / Lokoundje,0.5,0.4,0.5,0.1,False,True,True
Kribi_Z1,37,601823.790163812,358760.23053840053,601839.6796251674,359205.1354563514,Zone 1 / Lokoundje,0.5,0.3875,0.5,0.1125,False,True,True
Kribi_Z1,38,601474.2220139934,358871.4567678882,601617.2271661919,359300.47222448373,Zone 1 / Lokoundje,0.5,0.405,0.5,0.095,False,True,True
Kribi_Z1,39,601219.9906323071,359046.2408427975,601394.7747072164,359395.8089926161,Zone 1 / Lokoundje,0.5,0.39,0.5,0.11,False,True,True
Kribi_Z1,40,601013.427634687,359205.1354563514,601124.6538641748,359522.9246834592,Zone 1 / Lokoundje,0.5,0.345,0.5,0.155,False,True,True
Kribi_Z1,41,600711.5278689347,359697.70875836845,600997.5381733318,359824.8244492116,Zone 1 / Lokoundje,0.5,0.385,0.5,0.115,False,True,True
Kribi_Z1,42,600632.0805621578,359936.05067869934,600743.3067916455,360190.2820603855,Zone 1 / Lokoundje,0.13,0.035,0.5,0.465,True,True,True
Kribi_Z1,43,600504.9648713146,360063.1663695424,600155.3967214961,360555.7396715595,Zone 1 / Lokoundje,0.035,0.035,0.045,0.01,True,False,True
Kribi_Z1,44,600552.6332553808,359983.7190627655,600250.7334896284,359983.7190627655,Zone 1 / Lokoundje,0.07,0.05,0.135,0.085,False,False,False
Kribi_Z1,45,600632.0805621578,359777.1560651454,600346.0702577607,359713.59821972385,Zone 1 / Lokoundje,0.09,0.0725,0.1325,0.06,False,False,False
Kribi_Z1,46,600775.0857143563,359522.9246834592,600473.1859486039,359507.0352221038,Zone 1 / Lokoundje,0.13,0.05,0.5,0.45,False,True,True
Kribi_Z1,47,600949.8697892656,359316.36168583913,600584.4121780916,359284.58276312833,Zone 1 / Lokoundje,0.045,0.035,0.095,0.06,True,False,True
Kribi_Z1,48,601156.4327868856,358998.57245873136,600759.1962530009,358982.682997376,Zone 1 / Lokoundje,0.095,0.06,0.2675,0.2075,False,False,False
Kribi_Z1,49,601251.7695550179,358807.8989224667,600886.311943844,358807.8989224667,Zone 1 / Lokoundje,0.095,0.0625,0.2,0.1375,False,False,False
Kribi_Z1,50,601362.9957845056,358649.0043089128,600902.2014051994,358585.44646349124,Zone 1 / Lokoundje,0.06,0.0475,0.09,0.0425,False,False,False
Kribi_Z1,51,601458.332552638,358458.3307726481,601013.427634687,358426.55184993736,Zone 1 / Lokoundje,0.065,0.05,0.1025,0.0525,False,False,False
Kribi_Z1,52,601601.3377048365,358283.5466977388,601156.4327868856,358267.6572363834,Zone 1 / Lokoundje,0.045,0.035,0.0575,0.0225,True,False,True
Kribi_Z1,53,601633.1166275473,358076.9837001188,601283.5484777287,358076.9837001188,Zone 1 / Lokoundje,0.065,0.05,0.1125,0.0625,False,False,False
Kribi_Z1,54,601696.6744729688,357918.0890865649,601331.2168617949,357886.3101638541,Zone 1 / Lokoundje,0.055,0.0425,0.08,0.0375,False,False,False
Kribi_Z1,55,601887.3480092335,357727.4155503002,601490.1114753488,357663.85770487867,Zone 1 / Lokoundje,0.065,0.045,0.1325,0.0875,False,False,False
Kribi_Z2,1,602093.7763457454,357055.65869645035,601731.0329836521,357124.75267018244,Zone 1 / Lokoundje,0.085,0.045,0.5,0.455,False,True,True
Kribi_Z2,2,602139.2194117202,356882.92376212013,601828.2965299258,356882.92376212013,Zone 1 / Lokoundje,0.195,0.0725,0.5,0.4275,False,True,True
Kribi_Z2,3,602277.4073591842,356710.18882779,601862.8435167917,356641.0948540579,Zone 1 / Lokoundje,0.08,0.0425,0.5,0.4575,False,True,True
Kribi_Z2,4,602346.5013329164,356520.1804000268,601897.3905036579,356468.35991972766,Zone 1 / Lokoundje,0.08,0.0375,0.5,0.4625,False,True,True
Kribi_Z2,5,602501.9627738135,356364.71895912953,602087.398931421,356295.62498539744,Zone 1 / Lokoundje,0.5,0.075,0.5,0.425,False,True,True
Kribi_Z2,6,602640.1507212777,356191.9840247993,602294.6808526174,356036.5225839022,Zone 1 / Lokoundje,0.04,0.035,0.315,0.28,True,False,True
Kribi_Z2,7,602761.0651753088,355984.7021036031,602363.7748263493,355915.608129871,Zone 1 / Lokoundje,0.145,0.0525,0.5,0.4475,False,True,True
Kribi_Z2,8,602951.0736030721,355621.95874150965,602778.3386687419,355501.0442874785,Zone 1 / Lokoundje,0.1,0.04,0.5,0.46,False,True,True
Kribi_Z2,9,603296.5434717324,355293.7623662823,603089.2615505361,355138.3009253851,Zone 1 / Lokoundje,0.09,0.0625,0.1725,0.11,False,False,False
Kribi_Z2,10,603590.1928600939,355086.480445086,603434.7314191967,354861.9250304568,Zone 1 / Lokoundje,0.5,0.035,0.5,0.465,True,True,True
Kribi_Z2,11,603883.8422484552,354844.6515370238,603590.1928600938,354637.3696158275,Zone 1 / Lokoundje,0.5,0.375,0.5,0.125,False,True,True
Kribi_Z2,12,604091.1241696514,354568.2756420954,603745.654300991,354378.26721433224,Zone 1 / Lokoundje,0.5,0.4125,0.5,0.0875,False,True,True
Kribi_Z2,13,604419.3205448787,354205.532280002,603987.4832090532,354188.258786569,Zone 1 / Lokoundje,0.5,0.3625,0.5,0.1375,False,True,True
Kribi_Z2,14,602519.2362672465,355449.2238071795,602329.2278394834,355915.608129871,Zone 1 / Lokoundje,0.035,0.035,0.5,0.465,True,True,True
Kribi_Z2,15,602657.4242147107,355190.12140568416,602346.5013329163,355190.12140568416,Zone 1 / Lokoundje,0.085,0.055,0.2075,0.1525,False,False,False
Kribi_Z2,16,602812.8856556079,354948.2924976219,602484.6892803805,354913.74551075586,Zone 1 / Lokoundje,0.065,0.05,0.0875,0.0375,False,False,False
Kribi_Z2,17,603020.1675768041,354689.1900961266,602640.1507212777,354671.9166026936,Zone 1 / Lokoundje,0.085,0.055,0.205,0.15,False,False,False
Kribi_Z2,18,603192.9025111344,354464.6346814973,602622.8772278447,354447.3611880644,Zone 1 / Lokoundje,0.045,0.04,0.0625,0.0225,False,False,False
Kribi_Z2,19,603192.9025111343,354205.532280002,602743.7916818758,354257.3527603011,Zone 1 / Lokoundje,0.05,0.04,0.0775,0.0375,False,False,False
Kribi_Z2,20,603279.2699782995,354050.0708391048,602933.8001096391,354015.5238522388,Zone 1 / Lokoundje,0.085,0.06,0.14,0.08,False,False,False
Kribi_Z2,21,603382.9109388975,353825.5154244756,602985.620589938,353790.96843760955,Zone 1 / Lokoundje,0.11,0.0775,0.1775,0.1,False,False,False
Kribi_Z2,22,603555.6458732279,353583.6865164133,603175.6290177014,353566.41302298027,Zone 1 / Lokoundje,0.07,0.0575,0.0925,0.035,False,False,False
Kribi_Z2,23,603607.4663535268,353255.49014118593,603210.1760045673,353272.7636346189,Zone 1 / Lokoundje,0.07,0.0575,0.0875,0.03,False,False,False
Kribi_Z2,24,603728.380807558,352927.2937659585,603400.1844323307,352927.2937659585,Zone 1 / Lokoundje,0.06,0.05,0.0675,0.0175,False,False,False
Kribi_Z2,25,603935.6627287541,352564.5504038651,603503.8253929287,352564.5504038651,Zone 1 / Lokoundje,0.07,0.06,0.08,0.02,False,False,False
Kribi_Z2,26,604056.5771827854,352305.4480023698,603607.4663535269,352270.90101550374,Zone 1 / Lokoundje,0.065,0.0575,0.0725,0.015,False,False,False
Kribi_Z2,27,604160.2181433834,352011.79861400847,603780.201287857,351977.2516271424,Zone 1 / Lokoundje,0.065,0.0575,0.0725,0.015,False,False,False
Kribi_Z2,28,604281.1325974147,351769.96970594616,603866.5687550221,351735.4227190801,Zone 1 / Lokoundje,0.065,0.0575,0.07,0.0125,False,False,False
Kribi_Z2,29,604350.2265711466,351579.961278183,603849.2952615891,351562.68778475,Zone 1 / Lokoundje,0.065,0.06,0.0775,0.0175,False,False,False
Kribi_Z2,30,604419.3205448788,351355.4058635537,604004.7567024863,351338.1323701207,Zone 1 / Lokoundje,0.05,0.0475,0.0575,0.01,False,False,False
Kribi_Z2,31,604522.9615054769,351027.20948832633,604073.8506762183,350992.6625014603,Zone 1 / Lokoundje,0.065,0.0625,0.0725,0.01,False,False,False
Kribi_Z2,32,604643.8759595081,350733.56009996496,604177.4916368165,350716.28660653194,Zone 1 / Lokoundje,0.055,0.05,0.0575,0.0075,False,False,False
Kribi_Z2,33,604695.6964398071,350457.18420503667,604281.1325974145,350457.18420503667,Zone 1 / Lokoundje,0.08,0.065,0.095,0.03,False,False,False
Kribi_Z2,34,604782.0639069723,350180.8083101083,604367.5000645798,350180.8083101083,Zone 1 / Lokoundje,0.06,0.0575,0.07,0.0125,False,False,False
Kribi_Z2,35,604833.8843872712,350008.07337577816,604384.7735580127,350008.0733757781,Zone 1 / Lokoundje,0.09,0.08,0.1025,0.0225,False,False,False
Kribi_Z2,36,604902.9783610033,349783.5179611489,604471.1410251779,349800.7914545819,Zone 1 / Lokoundje,0.07,0.065,0.0775,0.0125,False,False,False
Kribi_Z2,37,604954.7988413023,349593.50953338563,604505.6880120438,349576.2360399526,Zone 1 / Lokoundje,0.14,0.12,0.1775,0.0575,False,False,False
Kribi_Z2,38,605075.7132953336,349368.9541187564,604643.8759595081,349317.13363845734,Zone 1 / Lokoundje,0.065,0.06,0.08,0.02,False,False,False
Kribi_Z2,39,605162.0807624985,349023.484250096,604747.5169201061,349023.484250096,Zone 1 / Lokoundje,0.07,0.0625,0.085,0.0225,False,False,False
Kribi_Z2,40,605248.4482296638,348816.20232889976,604782.0639069723,348816.20232889976,Zone 1 / Lokoundje,0.09,0.0775,0.1075,0.03,False,False,False
Kribi_Z2,41,605334.8156968288,348608.9204077035,604885.7048675703,348591.6469142705,Zone 1 / Lokoundje,0.065,0.06,0.075,0.015,False,False,False
Kribi_Z2,42,605438.456657427,348384.3649930742,604989.3458281684,348384.3649930742,Zone 1 / Lokoundje,0.06,0.055,0.0725,0.0175,False,False,False
Kribi_Z2,43,605542.097618025,348142.536085012,605162.0807624985,348125.26259157894,Zone 1 / Lokoundje,0.065,0.06,0.0775,0.0175,False,False,False
Kribi_Z2,44,605593.9180983242,347900.70717694965,605231.1747362308,347883.43368351663,Zone 2 / Kribi II,0.09,0.0725,0.1175,0.045,False,False,False
Kribi_Z2,45,605732.1060457883,347693.42525575345,605300.2687099627,347572.5108017223,Zone 2 / Kribi II,0.08,0.0725,0.095,0.0225,False,False,False
Kribi_Z2,46,605922.1144735516,347417.0493608251,605455.73015086,347365.22888052603,Zone 2 / Kribi II,0.08,0.07,0.1,0.03,False,False,False
Kribi_Z2,47,606008.4819407165,347209.76743962883,605524.824124592,347192.4939461959,Zone 2 / Kribi II,0.06,0.0525,0.0675,0.015,False,False,False
Kribi_Z2,48,606077.5759144487,347002.48551843263,605697.5590589223,346985.2120249996,Zone 2 / Kribi II,0.07,0.06,0.0775,0.0175,False,False,False
Kribi_Z2,49,606188.4840459364,346898.8445578345,605722.0997232448,346881.5710644015,Zone 2 / Kribi II,0.07,0.065,0.08,0.015,False,False,False
Kribi_Z2,50,604464.7682880792,353842.7889179086,604102.0249259857,353790.96843760955,Zone 1 / Lokoundje,0.5,0.375,0.5,0.125,False,True,True
Kribi_Z3,1,606687.898574433,345858.3360403859,606232.1734317617,345837.6212611735,Zone 2 / Kribi II,0.055,0.05,0.0575,0.0075,False,False,False
Kribi_Z3,2,606772.9183032248,345609.7586898378,606400.0522774028,345526.89957298845,Zone 2 / Kribi II,0.095,0.085,0.1125,0.0275,False,False,False
Kribi_Z3,3,606917.9217577112,345361.18133928976,606503.6261734645,345319.75178086513,Zone 2 / Kribi II,0.085,0.075,0.1025,0.0275,False,False,False
Kribi_Z3,4,606980.0660953482,345133.3187679541,606545.0557318891,345112.60398874176,Zone 2 / Kribi II,0.075,0.0675,0.0825,0.015,False,False,False
Kribi_Z3,5,607125.0695498346,344988.3153134677,606690.0591863755,344946.88575504307,Zone 2 / Kribi II,0.135,0.1125,0.17,0.0575,False,False,False
Kribi_Z3,6,607145.784329047,344781.1675213444,606772.9183032248,344760.452742132,Zone 2 / Kribi II,0.05,0.045,0.0525,0.0075,False,False,False
Kribi_Z3,7,607290.7877835332,344553.30495000863,606897.2069784988,344511.875391584,Zone 2 / Kribi II,0.075,0.07,0.085,0.015,False,False,False
Kribi_Z3,8,607394.361679595,344346.15715788526,606897.2069784988,344304.72759946063,Zone 2 / Kribi II,0.105,0.0875,0.1275,0.04,False,False,False
Kribi_Z3,9,607518.650354869,344139.00936576194,607145.784329047,344097.57980733726,Zone 2 / Kribi II,0.09,0.08,0.1,0.02,False,False,False
Kribi_Z3,10,607622.2242509306,343931.86157363857,607166.4991082592,343890.4320152139,Zone 2 / Kribi II,0.17,0.1325,0.2475,0.115,False,False,False
Kribi_Z3,11,607787.9424846293,343703.9990023029,607311.5025627456,343683.2842230905,Zone 2 / Kribi II,0.095,0.08,0.1175,0.0375,False,False,False
Kribi_Z3,12,607912.2311599033,343538.28076860413,607352.9321211702,343476.13643096713,Zone 2 / Kribi II,0.075,0.07,0.0825,0.0125,False,False,False
Kribi_Z3,13,607953.6607183281,343268.98863884376,607456.506017232,343248.27385963144,Zone 2 / Kribi II,0.055,0.05,0.06,0.01,False,False,False
Kribi_Z3,14,608077.9493936021,343082.5556259328,607560.0799132936,342999.6965090834,Zone 2 / Kribi II,0.065,0.06,0.075,0.015,False,False,False
Kribi_Z3,15,608222.9528480885,342813.2634961724,607684.3685885677,342771.8339377477,Zone 2 / Kribi II,0.19,0.1475,0.27,0.1225,False,False,False
Kribi_Z3,16,608222.9528480885,342647.5452624737,607746.5129262047,342502.5418079873,Zone 2 / Kribi II,0.09,0.08,0.1,0.02,False,False,False
Kribi_Z3,17,608409.3858609995,342336.82357428863,607891.516380691,342295.39401586395,Zone 2 / Kribi II,0.06,0.05,0.0675,0.0175,False,False,False
Kribi_Z3,18,608430.1006402117,342129.67578216526,607932.9459391157,342108.96100295294,Zone 2 / Kribi II,0.05,0.0425,0.055,0.0125,False,False,False
Kribi_Z3,19,608554.3893154858,341860.3836524049,608057.2346143897,341839.66887319257,Zone 2 / Kribi II,0.09,0.08,0.105,0.025,False,False,False
Kribi_Z3,20,608637.2484323351,341591.0915226445,608140.0937312391,341591.0915226445,Zone 2 / Kribi II,0.1,0.0825,0.125,0.0425,False,False,False
Kribi_Z3,21,608595.8188739105,341342.5141720965,608160.8085104513,341342.5141720965,Zone 2 / Kribi II,0.085,0.065,0.1425,0.0775,False,False,False
Kribi_Z3,22,608575.1040946981,341073.2220423361,608140.0937312391,341156.08115918544,Zone 2 / Kribi II,0.205,0.14,0.385,0.245,False,False,False
Kribi_Z3,23,608409.3858609995,340907.50380863744,608057.2346143897,341135.3663799732,Zone 2 / Kribi II,0.5,0.3325,0.5,0.1675,False,True,True
Kribi_Z3,24,608222.9528480885,340721.0707957264,607870.8016014787,341114.6516007608,Zone 2 / Kribi II,0.09,0.07,0.1375,0.0675,False,False,False
Kribi_Z3,25,608015.8050559651,340658.9264580894,607684.3685885677,341073.2220423361,Zone 2 / Kribi II,0.5,0.285,0.5,0.215,False,True,True
Kribi_Z3,26,607891.516380691,340513.923003603,607539.3651340813,340824.64469178807,Zone 2 / Kribi II,0.135,0.0975,0.2325,0.135,False,False,False
Kribi_Z3,27,607725.7981469923,340368.9195491167,607415.0764588073,340596.7821204524,Zone 2 / Kribi II,0.215,0.1375,0.5,0.3625,False,True,True
Kribi_Z3,28,607497.9355756566,340203.201315418,607290.7877835332,340638.21167887707,Zone 2 / Kribi II,0.115,0.07,0.3075,0.2375,False,False,False
Kribi_Z3,29,607435.7912380196,340141.05697778094,607062.9252121976,340141.05697778094,Zone 2 / Kribi II,0.145,0.1175,0.1875,0.07,False,False,False
Kribi_Z3,30,607539.3651340813,339892.47962723294,606959.3513161358,339892.47962723294,Zone 2 / Kribi II,0.045,0.0425,0.0525,0.01,False,False,False
Kribi_Z3,31,607518.650354869,339726.76139353425,607104.3547706222,339706.0466143219,Zone 2 / Kribi II,0.045,0.0425,0.0525,0.01,False,False,False
Kribi_Z3,32,607663.6538093553,339540.3283806232,607145.784329047,339519.6136014109,Zone 2 / Kribi II,0.05,0.045,0.055,0.01,False,False,False
Kribi_Z3,33,607705.08336778,339333.1805884998,607125.0695498346,339271.0362508628,Zone 2 / Kribi II,0.085,0.0675,0.115,0.0475,False,False,False
Kribi_Z3,34,607787.9424846293,339146.7475755888,607311.5025627456,339084.6032379518,Zone 2 / Kribi II,0.09,0.0725,0.12,0.0475,False,False,False
Kribi_Z3,35,607850.0868222663,338877.45544582844,607352.9321211702,338877.45544582844,Zone 2 / Kribi II,0.065,0.0525,0.0825,0.03,False,False,False
Kribi_Z3,36,607808.6572638417,338670.30765370507,607332.217341958,338649.59287449275,Zone 2 / Kribi II,0.06,0.0525,0.0725,0.02,False,False,False
Kribi_Z3,37,607850.0868222663,338359.58596552,607435.7912380196,338483.87464079406,Zone 2 / Kribi II,0.075,0.0575,0.125,0.0675,False,False,False
Kribi_Z3,38,607767.227705417,338131.7233941843,607373.6469003826,338359.58596552,Zone 2 / Kribi II,0.33,0.17,0.5,0.33,False,True,True
Kribi_Z3,39,607580.794692506,337986.71993969794,607166.4991082592,338256.0120694583,Zone 2 / Kribi II,0.07,0.06,0.085,0.025,False,False,False
Kribi_Z3,40,607394.361679595,337800.28692678694,607187.2138874716,338152.4381733967,Zone 2 / Kribi II,0.085,0.065,0.14,0.075,False,False,False
Kribi_Z3,41,607228.6434458962,337675.99825151294,606959.3513161358,338048.864277335,Zone 2 / Kribi II,0.035,0.035,0.0375,0.0025,True,False,True
Kribi_Z3,42,607270.073004321,337572.42435545125,606897.2069784988,337675.99825151294,Zone 2 / Kribi II,0.125,0.0975,0.165,0.0675,False,False,False
Kribi_Z3,43,607332.217341958,337489.5652386019,606897.2069784988,337468.8504593896,Zone 2 / Kribi II,0.09,0.0775,0.11,0.0325,False,False,False
Kribi_Z3,44,607311.5025627456,337261.7026672662,606835.0626408618,337282.4174464785,Zone 2 / Kribi II,0.1,0.0825,0.13,0.0475,False,False,False
Kribi_Z3,45,607311.5025627456,337013.1253167181,606855.7774200742,337054.5548751428,Zone 2 / Kribi II,0.16,0.1175,0.2575,0.14,False,False,False
Kribi_Z3,46,607290.7877835332,336868.1218622318,606731.4887448002,336868.1218622318,Zone 2 / Kribi II,0.08,0.065,0.1075,0.0425,False,False,False
Kribi_Z3,47,607228.6434458962,336619.5445116837,606752.2035240125,336743.8331869577,Zone 2 / Kribi II,0.075,0.0625,0.1,0.0375,False,False,False
Kribi_Z3,48,607207.928666684,336433.11149877275,606793.6330824372,336495.2558364097,Zone 2 / Kribi II,0.06,0.0475,0.0825,0.035,False,False,False
Kribi_Z3,49,607187.2138874716,336225.9637066494,606731.4887448002,336288.1080442864,Zone 2 / Kribi II,0.09,0.07,0.125,0.055,False,False,False
Kribi_Z3,50,607249.3582251086,335998.1011353137,606772.9183032248,336039.5306937383,Zone 2 / Kribi II,0.085,0.0725,0.1075,0.035,False,False,False
Kribi_Z3,51,607207.928666684,335770.23856397794,606793.6330824372,335811.6681224026,Zone 2 / Kribi II,0.065,0.0525,0.095,0.0425,False,False,False
Kribi_Z3,52,607145.784329047,335563.0907718546,606690.0591863755,335708.09422634094,Zone 2 / Kribi II,0.17,0.1225,0.295,0.1725,False,False,False
Kribi_Z3,53,607083.6399914098,335376.6577589436,606669.3444071632,335583.80555106694,Zone 2 / Kribi II,0.185,0.1175,0.4175,0.3,False,False,False
Kribi_Z3,54,606980.0660953482,335252.3690836696,606503.6261734645,335355.94297973125,Zone 2 / Kribi II,0.105,0.075,0.17,0.095,False,False,False
Kribi_Z4,1,606791.8503061812,335009.1219626675,606573.1188097108,335282.53633325547,Zone 2 / Kribi II,0.04,0.035,0.12,0.085,True,False,True
Kribi_Z4,2,606747.766577072,334865.3736624198,606363.5973703358,335030.0176081639,Zone 2 / Kribi II,0.155,0.11,0.2575,0.1475,False,False,False
Kribi_Z4,3,606638.0039465759,334645.8484014277,606308.7160550877,334810.49234717176,Zone 2 / Kribi II,0.35,0.18,0.5,0.32,False,True,True
Kribi_Z4,4,606564.8288595786,334444.6169121849,606235.5409680904,334554.379542681,Zone 2 / Kribi II,0.115,0.0925,0.155,0.0625,False,False,False
Kribi_Z4,5,606638.0039465759,334261.67919469153,606198.9534245917,334353.1480534382,Zone 2 / Kribi II,0.1,0.0775,0.1425,0.065,False,False,False
Kribi_Z4,6,606638.0039465759,334078.7414771981,606162.3658810931,334133.6227924461,Zone 2 / Kribi II,0.085,0.0675,0.1125,0.045,False,False,False
Kribi_Z4,7,606455.0662290825,333877.50998795533,606180.6596528424,333932.39130320336,Zone 2 / Kribi II,0.14,0.0925,0.3175,0.225,False,False,False
Kribi_Z4,8,606345.3035985865,333639.6909552139,606089.1907940957,333749.45358571,Zone 2 / Kribi II,0.14,0.0975,0.265,0.1675,False,False,False
Kribi_Z4,9,606290.4222833385,333456.7532377205,605942.840620101,333603.10341171524,Zone 2 / Kribi II,0.295,0.1525,0.5,0.3475,False,True,True
Kribi_Z4,10,606162.3658810931,333292.10929197643,605869.6655331036,333438.4594659712,Zone 2 / Kribi II,0.135,0.09,0.2675,0.1775,False,False,False
Kribi_Z4,11,606125.7783375944,333109.171574483,605814.7842178555,333365.28437897377,Zone 2 / Kribi II,0.5,0.245,0.5,0.255,False,True,True
Kribi_Z4,12,606016.0157070983,332999.408943987,605613.5527286128,333218.93420497904,Zone 2 / Kribi II,0.5,0.1875,0.5,0.3125,False,True,True
Kribi_Z4,13,605979.4281635997,332853.0587699922,605650.1402721115,332981.1151722376,Zone 2 / Kribi II,0.15,0.085,0.5,0.415,False,True,True
Kribi_Z4,14,605906.2530766022,332651.82728074945,605595.2589568634,332834.7649982429,Zone 2 / Kribi II,0.085,0.065,0.12,0.055,False,False,False
Kribi_Z4,15,605796.4904461062,332523.7708785041,605467.2025546181,332743.29613949615,Zone 2 / Kribi II,0.5,0.325,0.5,0.175,False,True,True
